attraction,username,contributions,time,review,rating
San Francisco Maritime National Historical Park,Robert Dahlgren,25,Mar 2019,"Always interested in the way it was done, excellent job of portraying the roll of ships and men who shaped san francisco.",
San Francisco Maritime National Historical Park,Elaine Cordero,81,Mar 2021,It is a fabulous view point. Absolutely stunning watching the sun set.,
San Francisco Maritime National Historical Park,Jim,135,Mar 2019,Well worth the visit. Loved watching the fellows rebuild the older ships,
San Francisco Maritime National Historical Park,Manuel Pacheco,52,Mar 2021,Has a very relaxing ambiance as well as the sights were just beautiful. Great for spending the day plenty to do all around and you can just enjoy the view of you want to relax.,
San Francisco Maritime National Historical Park,Dee Nigam,159,Mar 2019,Its a nice museum! There are 2 historical ships that visitors can walk on and get a feel of what its like to to be on a ship. They have lots of other shipping related artefacts on display. They have a nice.gift shop. All in all its a good 45 minute to an hour long tour.,
San Francisco Maritime National Historical Park,David Chan,410,Mar 2018,Great spot to walk to the end of the pier and look back onto the city skyline,
San Francisco Maritime National Historical Park,Karthik Suresh Kumar,128,Mar 2020,We got to see a play on board the ships.it was really nice to see the ships were restored well and maintained. There are 3 different types of ships that you can see and visit. …,
San Francisco Maritime National Historical Park,halima khamis,41,Mar 2020,"Peaceful,blissful, must go when in SFO",
San Francisco Maritime National Historical Park,Rock Labelle Freedom51,584,Mar 2019,Interesting story about a young man to cross from the pacific from Japan to San Francisco alone he did it in 94 days,
San Francisco Maritime National Historical Park,Matty J,47,Mar 2022,Love this place. The beach is tiny and amazing. The water is great for swimming because it’s protected by the marina. Lots to do here and around this area.,
San Francisco Maritime National Historical Park,Ronald Tacey,133,Mar 2019,We visited here on a Monday morning when there was no crowd.  We really wanted to go on the sailing ship.   We had a volunteer tour guide who gave us the complete tour and all the history of the ship.  He was very good and made the tour a …,
San Francisco Maritime National Historical Park,ksd ksd,154,Mar 2022,"The deck was open, below deck was closed due to COVID policies. I visited sunday at 10:01 am so there were 5 visitors total, and each group had its own ship :-). Parking was tight since its a popular water sports area.",
San Francisco Maritime National Historical Park,Matt Sheard,80,Mar 2020,Our kids (7 & 9) and us loved exploring the boats and exhibits here. They have hands on exhibits which the kids enjoyed doing. Some of the boats they have restored are from the 1800's which is quite impressive for an ocean ship that gets …,
San Francisco Maritime National Historical Park,Po Yu,26,Jun 2022,Very nice to walk around when there is no strong wind or cold air,
San Francisco Maritime National Historical Park,Mayur Tayade,33,Mar 2019,Beautiful full of life san fransisco,
San Francisco Maritime National Historical Park,B D,312,Mar 2018,"Pretty cool and the place has a nice bathroom! Free exhibits to explore with fun hands-on educational activities for kids and adults to enjoy. The ships do cost money to tour though. There are usually a variety of weekend events happening, free and paid.",
San Francisco Maritime National Historical Park,Iryna Narolska,20,Mar 2022,Nice place to walk on the beach. Absolutely no parking tho! We drove around for 20 minutes looking for a parking space. Even the parking garages had lines of cars waiting outside to enter.,
San Francisco Maritime National Historical Park,Mike Urueta (IRONMAN MIKE),301,Mar 2022,"Take The Rock Alcatraz Swim 🏊‍♂️ Challenge 2021 went great. Come join us for next year's swim 🏊‍♂️ challenge by training with us, active military, Veterans and family members Welcome to join us. For more information about this event please …",
San Francisco Maritime National Historical Park,Ashkan Nochian,217,Mar 2022,There is a small and narrow sandy beach here. So you may enjoy touching water or even swimming. There is also lawn areas to sit and relax.,
San Francisco Maritime National Historical Park,David Martinez,17,Mar 2022,Very good,
San Francisco Maritime National Historical Park,정재영,131,Mar 2019,this is one of best place to see the golden gate bridge with sunset,
San Francisco Maritime National Historical Park,Gabby,44,Mar 2022,P&R Rangers and SFPD are seriously not having any Tents or riff raff messing up the place. This is a tourist attraction site and I'm riding shotgun on their point to keep it nice! Please everyone respect the city.,
San Francisco Maritime National Historical Park,Daniel Steitzer,147,Mar 2021,"Nice collection of ships with San Francisco history context. Not too big or small, seen in a few hours. Location and pier are in delightful surroundings with a wide range of interests and appeal.",
San Francisco Maritime National Historical Park,JanisHolton,180,Mar 2019,"This is a relatively small Museum. There's no fee to view it. They do ask for donations if you feel like donating, there is no pressure nor suggested donation amount. It sits on the bay and after you view the artifacts you can go outside …",
San Francisco Maritime National Historical Park,Mark Boyer,510,Mar 2020,A must see when vision San Francisco. Plan to spend the day.,
San Francisco Maritime National Historical Park,Charlotte Loades,42,Aug 2022,A beautiful place to walk around and enjoy the splendor of nature,
San Francisco Maritime National Historical Park,Sarita Escobar,175,Mar 2022,"The Maritime.Museum is worth a visit.  Then head to Hyde Street Pier for a self guided tour of the boats/ships. Unfortunately,  but understandably, only the exterior of the ships are open at this time.",
San Francisco Maritime National Historical Park,Van Duncan,70,Mar 2018,Great place with lots of history. One of the more reasonable things to do while in SF.,
San Francisco Maritime National Historical Park,Mari Bolton,304,Mar 2019,Not as exciting as its title might make it sound. Lots of cool history nevertheless. Kind of ended up seeming like a nice big bathroom with a museum attached but the building is beautiful and the exhibits that are there were interesting and …,
San Francisco Maritime National Historical Park,Khristel Stecher,83,Mar 2016,"One of my favorite places during my trip here. If you come around sunset you can see the Golden Gate bridge as the sun goes down. You see the city start to light up. A great place for pictures. You are near cable cars, good food and great views.",
San Francisco Maritime National Historical Park,Russell Sprunger,184,Sep 2022,Beautiful for a swim on a calm morning.,
San Francisco Maritime National Historical Park,Thomas San Francisco,787,Mar 2020,Great place to discover the importance of the maritime industry and its influence on the early San Francisco economy. The ships stored here each have their own interesting saga of the history of this city and the sacrifices and heroics of …,
San Francisco Maritime National Historical Park,Beck Marquis,255,Mar 2020,"We actually found this by accident when we were trying to find Ghirardelli Square...and really glad we did. Unfortunately we didn't have a lot of time to explore it, so we stuck to the free exhibits but it all looked very well presented and …",
San Francisco Maritime National Historical Park,shrey sharma,28,Mar 2019,"Apart from the museum itself the overall setting of the place is brilliant. A beautifully developed waterfront you can soak up the sun absorbing a beautiful view of the waterfront and Alcatraz island!
Worth every second you invest here",
San Francisco Maritime National Historical Park,Carlos C,19,Mar 2020,"It's the perfect place to expose yourself to swimming in ocean water without all the waves. Beach isnt too wide, but there's plenty of room to just hang out. …",
San Francisco Maritime National Historical Park,Mark Schine,18,Mar 2020,They had a pier full of historic ships to board and walk around. The staff was working on the boats and were very happy to show anyone around and answer questions. It was a real travel in time to be on old sailboats that would go around the …,
