platform,attraction,review,rating,datecolumn,coordinates
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"We loved the SF MOMA. It was our first visit and we certainly weren't disappointed. There's a huge amount of diverse art-forms, mainly contemporary, of course - that's bound to suit the tastes of most who visit. Highly recommended!",5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I go here from time to time, especially with friends to see special exhibitions. I am rarely disappointed. The restaurant, while quite pricey with nouvelle cuisine, is interesting and as aesthetically pleasing as the museum offerings itself.",4.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Nos ha gustado mucho, el edificio ya de por sí es original. Las colecciones de arte moderno, abstracto..muy significativas, la itinerante de Andy Warhool nos ha encantado.",5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I try to make an effort to visit SF MOMA each time I'm in town... there are always great special exhibits as well as an excellent permanent collection. Just saw the Warhol exhibit in August, and it was spectacular. Many pieces I had never seen before. The museum store is also top-notch and not overly-priced like many museum shops. It's an awesome place to do gift shopping.",5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Bel museo di arte contemporanea in una struttura interessante dal punto di vista architettonico ed opere gradevoli ma nulla di eccezionale. Prezzo del biglietto elevato.,3.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"So we always do museums every time we go on vacation and San Fransisco was no different and museum of modern art was no let down , it was worth the money, worth the time , great art and I will recommend to anyone. Well done",5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),We’ve spent half a day here today and it is so good,5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"We visited with our 11 year old son during our visit from the UK. It was his first proper art museum visit and probably his first proper exposure to modern art, so the jury was out on whether it would be a hit. The museum building itself was a work of art and was a cool (in all ways!), fun and easy building to navigate. The work was varied and interesting and we ended up spending a good 3 hours there. We each had our favourite bits, but our son's preferred exhibits was the space feature (with astronaut suits), Ron Mueck and the Gerhard Richter paintings! We didn't visit the Warhol exhib but did take advantage of the vintage photo booth in the Warhol gift shop - which was great fun. We had tickets to the museum as part of the SF City Pass, which was well worth it.",4.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Très grand musée, très bien aménagé, avec actuellement beaucoup d'oeuvres d'Andy Warhol, sur plusieurs étages, mais également beaucoup d'autres artistes.",5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Went for the Warhol exhibtion, stayed for some Gerhardt Richter. Always something new and great. Good lunch on 5th floor.",5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),We visited SFMOMA on the last day of a one-week visit to the city. It was a cool and reflective space with a lot of variety over viewing the 20th century modern art prospectus of this great country. We saw early works and career maturation of various artists. Overall we felt the experience had shone a light on the human experience. I also learnt (at age 60 and English-speaker from age 1 through tertiary education in UK and USA) a new verb “interlard” which pushed this concrete-thinker and philosophical materialist to award a 5th star. I am a pedant and a bore and will be pedantically boring my friends and neighbours with interlarding observations for weeks to come. Thank you SFMOMA!,5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Sure it can be expensive to visit SFMOMA but it is more than worth every penny. I went here for the Warhol exhibit, which was one of the best curated exhibits I have seen anywhere. Yet looking around the rest of the museum, it all seems to be very well laid out and presented. This is an essential stop for SF tourists.",5.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Always one of my must-see places whenever I am in San Francisco!,5.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Mi sarei aspettato molto di più da un museo di arte moderna in qualità delle opere, perché, seppure ci fosse una sezione temporanea dedicata a Andy Warhol, le opere esposte non erano interessantissime. Idem per la sezione di Warhol. Peccato.",4.0,"Aug, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I have only visited a few art museums but I thought this one was great! The place was well lit and had plenty of room to enjoy art without feeling crowded. The collections were of a wide variety, the people were nice, and we enjoyed a nice lunch break at the restaurant.",5.0,"Jun, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"This is a lovely space, with cute areas for coffee and a sit down. The Andy Warhol ( Summer 2019) exhbition was excellent in its curation and explanations. Also loved the digital media exploration that we came across as a bonus. Well recommended.",5.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"When I heard about the exhibition on the effervescent pop art of Andy Warhol at the San Francisco Museum of Modern Art or SFMOMA, I turned to the pop art maestro for inspiration and motivation to keep on creating.",5.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Visite du musée et avec une expo Andy Warhol. Bolets à 35$ sincèrement cher pour ce qu’il y a à voir....il y a mieux dans le monde,3.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),7階建ての美術館なので、ゆっくり見ようと思うと3時間はかかります。,4.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),an amazing exhibit for a very unique individual!...highly recommend well worth youre time and effort to learn about a pop culture icon!,5.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),Enjoyed the Andy Warhol exhibit this summer. Don’t take it too seriously!,5.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),I can’t help to stop by the SFMOMA anytime that I’m in San Francisco. There’s always something inspiring to find.,5.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"While working on a project in SF, I saw that the SFMoMA had an Andy Warhol special exhibit. While pricey, it was worth the visit. We are members of NY MoMA but they don't have any connection for reciprocity. The Warhol exhibit was very good. Other floors had enjoyable exhibits as well. Had lunch at Cafe 5 which was also good. I would recommend visiting SFMoMA if you have the chance.",5.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"One of my favorite museums in the US! It's soooooo great! My only disappointment was that Bubbles and Michael Jackson were not on display :((( but otherwise, a 5-star experience. I'd never seen Duchamp's fountain before, so that was pretty awesome.",5.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"I didn't know that SF had a MoMa. If you are an art fan, I highly recommend going. It is not nearly as crowded as NYC. The layout is great and the organization of the pieces is thoughtful. I truly enjoyed my time there",5.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Spent over five hours here walking from top to bottom. Credit to all concerned, absolutely spectacular, particularly the Andy Warhol displays and photographic displays. Well worth the time and learned a lot. Great effirt.",5.0,"Jul, 2019",
TripAdvisor,San Francisco Museum of Modern Art (SFMOMA),"Visited today. Very cool looking architecture slap bang in the middle of down town San Francisco. Paid $37 to enter and the added charge for the Warhol Exhibition. I’d say that out prices a lot of people which is a shame. The galleries are litter free with plenty of staff guarding the treasures..... but here’s a thing - We travelled from the UK on vacation and saw an iconic ‘LOVE’ sculpture on a roof garden. There were a handful of people sat here - but the closest was a security guard on his mobile phone. We asked if he would be kind enough to take a photo.... he point blank refused. We asked why not. He just laughed and shrugged his shoulders. Hopefully you have CCTV of this - approx 15:00 on 7.7.19. - It genuinely ruined our day at the museum. Are the security not given BASIC CUSTOMER SERVICE TRAINING ?!!!!!! - I’m guessing not - maybe the SFMOMA can direct message me to discuss this further. The guard in question is picture #7 on here - I suggest you have a word. If we would of had time we would of queued longer at guest services but the staff were too busy mocking an old lady who had lost her glasses (!) - I’m not even joking. The Warhol Exhibition was outstanding - charting the obvious and not so obvious classics from his back catalogue. Pics attached. This is the 2nd Warhol exhibition I have seen in the past x2 years and this was far more extensive and beautifully curated. Staff member at the end of the exhibition sat on a stool reading a book with little/no interaction was poor. Needs looking at. There are also rude elements of the Warhol exhibition but the only warning for parents seems to be just x10 feet from the rude topic sketches. Some parents were quite verbal in expressing their concerns. Maybe make this a bit more obvious at the start of the exhibition ? - just a thought. - The Warhol shop is expensive overall - $300 for a roll of Warhol wall-paper, $499 for a Warhol BRILLO cube stool, $600 for x3 Warhol printed skateboards, & the odd $22 silver foil thin watch, $30 dominoes and $20 notebooks. The Beach Blanket Babylon roof terrace was disappointing - needs attention too. I imagine Steve Silver would be pretty underwhelmed with what this space had on offer today - don’t you ?Toilets were clean. The main gift shop is MASSIVE and there are helpful staff on standby - $600 clocks, plastic jewellery $15 to children’s books and even light up banana lamps from SELETI. Pics attached. We spent x2 hours here but could of easily stayed for x4. Go and explore. Managers - go and mystery shop the venue and get some feedback from guests - you’ll learn loads if you view this institution through the eyes of your guests. Happy to provide and expand on this feedback. Would I recommend this museum ? - The answer is Yes but it’s a 2/5 rating for the reasons listed.",3.0,"Jul, 2019",
