attraction,username,city,country,contribution,title,month,year,review,rating
Lands End,Nick H,Beckenham,UK8,5,Beautiful walk ...leave the stroller / pushchair in the car !,Dec,2019,Beautiful views and lovely walk on a sunny day! One of the best things we did in San Fran. Definitely check out Cliff House for lunch afterwards.,5.0
Lands End,Cary M,Honolulu,HI48,4,"Beautiful, breathtaking views with lots of history",Dec,2019,One of the most beautiful landscapes. Lands End has so much history. I believe it was a getaway for the rich and famous. Sutro Baths and Cliff House are places you need to visit. A scenic view of the Golden Gate Bridge. A perfect setting for a short hike.,5.0
Lands End,mini,None,None,"Fremont, CA175,387","Lands End: Visitor Center and Gorgeous Views, San Francisco",Dec,2019,"We went to Lands End. There is a visitor and tourist store there. There are good views from there. We then took a walk to Sutro Baths, part of the Cosstal Trail, and seeing other areas of Lands End. The Pacific Ocean views are awesome.",5.0
Lands End,Akkapo,Sydney,Australia27,1,Nice walk,Dec,2019,"Pretty walk, was really foggy so couldn’t see the bridge where you usually could. My dog loved it. Walked all the way along then a higher up track on the way back.",3.0
Lands End,River,Singapore,Singapore3,5,Lovely views,Dec,2019,On a clear day the views are breathtaking and the walk isn’t strenuous at all. If possible come at sunset where it’s really great,5.0
Lands End,emakenshin,Urayasu,Japan61,0,雄大な自然を楽しめる,Dec,2019,ダウンタウンより38RのMUNIバスで約30分かけて到着。長いtrailルートがある。太平洋を望む野外展望台からの景色は素晴らしい。又ランズエンド南側に位置する遠浅の海岸は個人的に大好きである。,4.0
Lands End,Robert S,None,None,"Lawrence, KS2,663",Great Ocean and City Views,Apr,2019,We have often come out here just to gaze at the many impressive views.,4.0
Lands End,david w,None,None,20,beautiful,Nov,2019,great stroll either direction. going east to views of Golden Gate bridge and watching sunset colours was beautiful,5.0
Lands End,MichaelBurm,Utrecht,The Netherlands25,6,Great hike along San Francisco's coastal path,Oct,2019,"Took the Muni line towards Ocean Beach and walked all the way up north towards the Golden Gate Bridge, passing Lands End. Great walk, beautiful views. Be sure to walk further north along the beaches for even closer views of the GG Bridge.",5.0
Lands End,Rune B,None,None,8,Lækker udsigt - meget lange gåtur,Oct,2019,"Pga renovering af vejen tæt på Lands End, skal man parkerer et godt stykke væk og gå en lidt hård tur for at komme dertil. Det er en gåtur på trapper, i sand og meget op og ned - Sæt god tid af til det, da det tager længere tid end man lige tror. Mange lokale holder picnics i området, så det er også en mulighed.",3.0
Lands End,cm p,San Francisco,CA1,5,Lovely hike!,Dec,2018,"Some up and down hill, otherwise mostly flat. I'd say it's a 2.5/5 in challenge. Usually park at the end of Geary and then hike through to Cliff House. The food is just okay there but the view is stunning! My friends and I like to end with a nice cocktail there and then head back and snap pics along the way with the GG Bridge in background. Lots of history with the old bath house remains.",5.0
Lands End,atriciaff,San Francisco,CA9,5,Wonderful view pf the Golden Gate Bridge,Nov,2019,"We had an amazing afternoon at this place. Prepare to walk to see breathtaking views from the Pacific Ocean and the Golden Gate. It was sunny, but windy, so it is good to bring a jacket , just in case. I really recommend this place, especially if you can enjoy your leisure time close to the nature!",5.0
Lands End,BCA34,Sioux Falls,SD8,9,Great way to spend time on the coast.,Oct,2019,"I hiked from lands end parking lot to the Golden gate bridge. It was spectacular. Well maintained trail, complete with steps on the hills. It started in the woods, then part of it went through a beautiful neighborhood (Seacliff), then down to the beach and on to the bridge. A little over 4 miles according to my Apple watch.",5.0
Lands End,Slick,Bismarck,ND11,7,Great place to hikel,Oct,2019,We spent one entire afternoon here and it was largely unplanned. We just came upon the location and thoroughly explored the area here.,5.0
Lands End,Alexander H,San Diego,CA1,8,Lands End,Oct,2019,Eine schöne Wanderung von Lands End zur Golden Gate Bridge. Toller Anblick der Brücke. Die Küste ist sehr schön .,4.0
Lands End,Amy B,Orlando,FL2,8,Beautiful views!,Oct,2019,Such a beautiful place to stop. The view of the coast is incredible. Make sure to go down the cave to the right at the bottom. Inside you can see amazing spots where the waves come up and crash on the rocks.,5.0
Lands End,Jan W,Golden,CO9,6,Beautiful vista,Sep,2019,Trail was rather crowded but people were in good spirits. Pleasant walk with a beautiful view. Recommend.,4.0
Lands End,Sean,San Francisco,CA2,9,"A lovely place for a light hike, but it can get busy.",Sep,2019,"A lovely place for a light hike, but it can get busy. I go there every other month or so with friends or family, but when it's busy, it gets very busy.",4.0
Lands End,CARMEN NAVARRO,Granada,Spain9,7,Paseo magnífico,Oct,2019,"Es muy recomendable, tiene mucha historia y diferentes caminos que hacer. Nosotros vimos ballenas y nos encantó sus vistas al pacífico. Es un lugar muy tranquilo.",4.0
Lands End,Tatiane A,Diadema,SP1,4,Amazing,Oct,2019,Amazing place for a hike with a beautiful and different sight of the Golden Gate Bridge. Totally worth the visit.,4.0
Lands End,WendyT,Blue Haven,Australia20,2,Stunning Views,Apr,2019,"Great views from this vantage point but when we were there it was so windy, we could barely stand. It was still worth stopping by though.",4.0
Lands End,nightowl205,Orlando,FL5,4,"Spouting whales, amazing views, great exercise...a perfect day!",Oct,2019,"We ended up doing this hike on my birthday and it was a day I will never forget. I had no idea there would be whales in the bay this time of year, and I have never seen them in the ocean before. We spent about 4 or 5 hours on this hike, and half of that was watching whales spouting or trying to spot fins and flukes. We really enjoyed climbing down to Mile Rock beach, adding our own rock tower to the many others dotting the beach, checking out the collapsed train station that had fallen down in a landslide many years ago, seeing some harbor seals on the rocks, and just appreciating all the wild beauty in the heart of the city. I kept reading about not going on a weekend as it would be so crowded, but we were there on a beautiful Saturday with perfect temperatures and we found a parking place in the lot above Cliff house and did not feel like there were too many people to ruin the feel of being out in nature. Of course we had to walk the maze, but I kept spotting whale spouts and losing track of my path, so I finally gave up!",5.0
Lands End,David H,None,None,"Union City, CA8,054",The best Golden Gate Bridge View,Jul,2019,"Personally, I think is the best Golden Gate Bridge View from San Francisco side. Somewhat, I have never been here when I lived in Bay Area for 20 years. It’s kind of hidden gem that very few people are aware of this spot and no many tourists visiting here. It’s an amazing, magnificent, fabulous view. Watching a ship underpasses the bridge and heading to Pacific Ocean, it reminds my leaving Bay Area few years back. The view is so great to really touch the bottom of your heart to shock your mind right there. I surely will be back her to watch sunrise and sunset views in the future when I come to Bay Area again.",5.0
Lands End,LaGinetta,None,None,France332,Endroit excellent pour des belles photos de paysages,Oct,2019,"Surtout venez un jour sans brouillard ! En ce moment il y a des travaux sur la route et tous les sites n'étaient pas accessible, mais en temps normale il y a des belles vues du Golden Gate Bridge et alentours.",5.0
Lands End,Chanté,None,None,California140,Stunning,Sep,2019,"Although it was a very windy day and we got hit in the face with tiny rocks and sand, this is definitely one of my favourite places in San Francisco! It has beautiful views throughout the whole trail, from rocks with shapes in them, to the beautiful ocean, to the Golden Gate Bridge! I'd wanna go back there again (on a day that's not as windy!)",5.0
Lands End,Fumeo,Brussels,Belgium8,9,Tranquilité totale (en semaine !),Sep,2019,C'est beau ce n'est pas trop long pas trop difficile c'est facilement accessible avec le bus 38R bref c'est magique et la corne de brume qu'on entend au loin nous ferait croire dans le film the fog,5.0
Lands End,ElaineVB66,Vancouver Island,Canada29,0,Gocar visit with friend,Sep,2019,"This is a lovely place to visit, and that we are right at the end of the Island of San Francisco. It is very calming and I would recommend a visit.",5.0
Lands End,まるん,None,None,"Osaka, Japan3,450",景色,Sep,2019,素晴らしく美しい景色が見られて、また、いかにもサンフランシスコらしくゴールデンゲートブリッジを眺められます。ちょっとしたハイキングなかんじで。,4.0
Lands End,pfefmeister,None,None,"San Francisco, CA2,666",Love This Hike,Aug,2019,"This is one of the best urban hikes around. Great vistas from every turn, a stop at the Legion of Honor, and ending at the Great Ocean Beach. This is a full day of activity. Park along the side streets when you come to the golf course along the ocean and start there. Or, park at the expansive parking lots where the Sutro Baths used to be and walk towards the bridge. Either way, a great hike.",5.0
